,USERID,DS1,DS2,DS3,DS4,DS5,DS7,DS8,DS9,DS10,DS11,DS12,DS13,DS14,DS15,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,B61,B62,B63,B64,B65,B66,B67,B68,B69,B70,B71,B72,B73,B74,B75,B76,B77,B78,B79,B80,B81,B82,B83,B84,B85,B86,B87,B88,B89,B90,B91,B92,B93,B94,B95,B96,B97,B98,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,MacroTotal,DiffMacroAndActual
218,4,4/21/2022,3,m3,10:30:00 PM,6,2,1,1,0,0,1,4,0,2,792.41,712.1855,30.9681,6.5253,489.5144,88.2383,6.6446,12.4627,19.7126,1006.507,384.8289,3.7,11.7,14.8,18.2,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,710.5165,1.669
219,4,4/22/2022,3,m1,11:00:00 AM,1,2,0,0,0,0,1,4,0,2,704.16,465.4104,30.5166,12.001,657.1578,26.2848,3.3235,19.1709,23.4717,524.9953,223.4759,18.5,128.1,5.8,20.1,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,473.6754,8.265
220,4,4/22/2022,3,m2,3:20:00 PM,3,2,1,3,0,0,1,4,0,4,722,630.14,28.555,11.018,914.96,57.2732,0,8,34.7842,569.52,314.14,2,1.9,8.900001,35,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,625.2246,4.9154
221,4,4/22/2022,3,m3,8:18:00 PM,5,2,3,1,0,0,1,4,0,2,305.5,887.5262,37.7565,13.5293,1140.964,107.8423,4.7454,36.4244,31.4326,455.5958,328.9496,9.8,70.4,13.7,25.9,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,896.9081,9.3819
222,4,4/23/2022,3,m1,12:20:00 PM,3,2,1,3,0,0,1,4,0,2,773.84,758.3907,37.9392,22.5968,1190.309,77.0041,2.3262,20.258,27.1666,332.8504,431.947,30.6,3.9,23.2,17.5,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,758.1356,0.2551
223,4,4/23/2022,3,m2,4:45:00 PM,5,2,1,3,0,0,2,5,0,4,713.17,767.6582,32.3344,12.9518,945.3774,83.8889,2.555,30.7969,35.7592,1003.032,439.014,8.2,115,19.7,37.9,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,769.602,1.9438
224,4,4/23/2022,3,m3,8:27:00 PM,6,2,3,1,0,0,1,4,0,5,705.05,518.1136,27.3264,16.0932,1052.125,42.8845,2.3219,1.4872,24.5238,208.7188,365.0539,23.7,3.9,21,11,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,515.5708,2.5428
225,4,4/24/2022,4,m1,12:40:00 PM,1,2,1,3,0,0,1,4,0,2,600.47,409.3239,20.297,6.4203,484.793,48.9951,2.1739,14.9867,7.5565,131.9221,111.3418,12.3,12.2,7.4,15.1,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,408.8794,0.4445
226,4,4/24/2022,4,m2,6:10:00 PM,3,2,1,1,0,0,2,4,0,3,277.5,638.95,33.1535,10.4348,833.425,61.5665,2.995,10.7343,28.193,499.025,359.05,15.8,67.5,13,21.1,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,657.4195,18.4695
227,4,4/24/2022,4,m3,7:45:00 PM,4,1,0,0,0,0,1,4,0,1,40,150,0,0,25,37,0,26,0,0,0,0,0,0,0,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,148,2
228,4,4/24/2022,4,m4,9:05:00 PM,6,1,0,0,0,0,1,4,0,1,343,851.24,34.6285,7.3288,919.94,121.8662,6.822,29.8056,13.6953,932.85,368.01,0,9.2,11.2,16.3,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,853.9025,2.6625
229,4,4/25/2022,4,m1,11:35:00 AM,1,2,0,0,0,0,1,4,0,2,806.05,486.9575,9.9654,2.4022,737.7165,39.7262,4.914,3.6599,62.0241,1101.495,534.8325,150.7,75,7,11.5,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,496.6898,9.7323
230,4,4/25/2022,4,m2,2:05:00 PM,3,2,1,3,0,0,1,4,0,2,668.01,545.3294,28.4967,9.738,602.1844,50.5201,3.6576,9.0311,22.3478,504.2937,284.4359,5.9,18.8,15.9,17.6,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,547.9419,2.6125
231,4,4/25/2022,4,m3,7:00:00 PM,5,2,1,1,0,0,2,5,0,4,744,741.0493,35.7737,12.7926,1295.155,68.7841,2.7307,8.8724,34.4829,320.2087,434.8141,9.5,0,24.4,11.7,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,735.0313,6.018
232,4,4/25/2022,4,m4,11:23:00 PM,6,2,1,3,0,0,2,4,0,2,769,788.79,28.8499,6.99,1318.52,102.4822,2.332,12.2802,31.9049,698.19,570.77,3.8,1.9,14.9,9.5,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,797.1975,8.4075
233,4,4/26/2022,4,m1,10:04:00 AM,1,2,0,0,0,0,1,4,0,1,617,366.27,14.7695,4.0029,596.78,49.7314,0,17.0943,9.8671,195.06,165.07,3.5,0.4,14.5,9.599999,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,371.3195,5.0495
234,4,4/26/2022,4,m2,1:10:00 PM,4,1,1,3,0,0,3,3,0,3,0,15,0,0,10,3.5,0.5,1,0,0,0,0,0,1,1,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,14,1
235,4,4/26/2022,4,m3,2:45:00 PM,3,1,1,1,0,0,1,5,0,4,160,466.2,19.056,8.1472,1106,54.668,4.18,6.216,18.784,312,316.8,12,2.4,20,23,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,465.312,0.888
236,4,4/26/2022,4,m4,9:20:00 PM,5,2,0,0,0,0,1,4,0,2,832,813.38,41.075,19.4808,915.56,71.4252,0.924,28.0104,38.9042,832.2,452.74,13,3.2,21.9,33.7,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,810.9926,2.3874
237,4,4/27/2022,5,m1,8:43:00 AM,1,2,1,3,0,0,1,5,0,2,169.55,489.9232,23.2875,9.2435,646.0724,55.1438,1.6069,22.2837,15.8077,256.4187,174.1698,9.2,0.2,6.6,13.7,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,493.3935,3.4703
238,4,4/27/2022,5,m2,12:15:00 PM,3,2,1,3,0,0,2,4,0,2,766.23,764.1662,30.9138,12.9542,862.4951,103.1909,3.7999,27.5336,18.6845,335.2653,357.9903,15.4,2.9,27.2,27.7,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,765.7258,1.5596
239,4,4/27/2022,5,m3,4:50:00 PM,5,2,2,1,0,0,1,5,0,3,496,238.08,0,0,59.52,61.008,0,0,0,9.92,4.96,0,0,1.9,1.7,1,5,0,19,1,178,68,27.06185121,0,0,0,0,1,1,1,2,0,0,3,0,0,0,4,1,2,2,2,3,0,0,4,2,5,3,1,2,6,0,0,1,4,3,3,3,2,0,1,3,1,0,1,0,0,0,0,0,0,0,1,30,2,30,6,15,5,0,1,1,3,4,4,1,4,3,3,0,3,4,2,1,3,2,5,3,2,2,1,1,4,3,5,5,1,3,3,4,0,4,5,6,7,4,5,4,5,7,5,5,6,2,1,2,3,5,2,3,2,2,4,4,3,1,5,3,3,5,2,2,3,3,None,Notes for meals as whole rather than individual items,None,1,2,2,2,2,2,4,4,2,5,2,2,3,3,3,4,4,3,1,1,1,2,4,1,4,1,0,,,2,0,0,3,1,3,2,1,2,7,1,3,1,4,1,20,4,25,6,30,5,20,2,1,3,4,4,2,4,5,2,1,3,4,3,2,5,2,5,1,3,2,1,1,4,6,4,1,3,3,5,1,7,7,7,5,5,6,7,4,7,4,5,7,173.3,244.032,5.952
